universityId,name,category,facultyStrength,employmentOutlook,requiredSubjects,minScore,minRank
A663,旅游管理(3+1培养模式),,,,,502,182545
A663,计算机科学与技术(3+1培养模式),,,,,489,215358
A663,数字人文,,,,,526,127985
A663,网络空间安全,,,,,512,158756
A664,汉语言文学(师范类),,,,,530,119776
A664,思想政治教育(师范类，长征班),,,,,528,124819
A664,英语(师范类),,,,,513,156464
A664,数学与应用数学(师范类),,,,,482,232037
A664,化学(师范类),,,,,480,235838
A664,小学教育(师范类，长征班),,,,,515,153254
A664,学前教育(师范类),,,,,509,165434
A664,机械设计制造及其自动化,,,,,501,185129
A664,机器人工程,,,,,489,214219
A664,生物科学(师范类),,,,,475,249362
A664,历史学(师范类，长征班),,,,,517,147584
A665,化学工程与工艺,,,,,468,267932
A665,新能源材料与器件,,,,,474,251935
A667,汉语言文学(师范类),,,,,521,138322
A667,数学与应用数学(师范类),,,,,469,264897
A667,计算机科学与技术,,,,,494,202296
A667,食品质量与安全,,,,,473,254717
A667,机械设计制造及其自动化,,,,,487,218383
A667,土地资源管理,,,,,509,167030
A667,植物保护,,,,,478,242012
A667,药学,,,,,476,245805
A667,旅游管理与服务教育,,,,,501,184209
A667,文化产业管理,,,,,503,181220
A669,环境工程,,,,,467,269688
A669,计算机科学与技术,,,,,474,252763
A669,数据科学与大数据技术,,,,,472,256479
A669,生物科学(师范类),,,,,469,265479
A670,汉语言文学(师范类),,,,,518,144906
A670,历史学(师范类),,,,,510,162811
A670,地理科学(师范类),,,,,514,154041
A670,外国语言文学类,,,,,504,176875
A670,数学与应用数学(师范类),,,,,479,239465
A670,计算机类,,,,,480,237094
A671,经济学(新结构经济学实验班),,,,,522,136859
A671,资源与环境经济学,,,,,519,143611
A671,金融学,,,,,515,152992
A671,税收学,,,,,552,80338
A671,工商管理,,,,,482,232613
A671,物流管理,,,,,499,190038
A671,会计学,,,,,563,63045
A671,财务管理,,,,,528,124385
A671,审计学,,,,,557,72320
A671,公共管理类(夏书章公共管理卓越人才实验班),,,,,533,113326
A671,教育学,,,,,527,126439
A671,管理科学,,,,,504,178421
A671,工程管理,,,,,502,182943
A671,计算机科学与技术,,,,,546,89694
A671,软件工程,,,,,539,102533
A671,数学与应用数学,,,,,528,122851
A671,法学,,,,,561,65386
A671,金融学(中外合作办学),,,,,520,142037
A671,会计学(中外合作办学),,,,,500,186706
A671,财务管理(中外合作办学),,,,,492,207696
A671,市场营销(中外合作办学),,,,,447,318888
A672,制药工程,,,,,486,222517
A672,中药资源与开发,,,,,475,248046
A672,应用化学,,,,,486,222046
A672,过程装备与控制工程,,,,,497,195332
A672,建筑学,,,,,483,229242
A672,土木工程,,,,,478,240689
A672,应用物理学,,,,,482,231821
A672,历史学,,,,,527,125397
A672,社会学,,,,,518,144705
A672,会计学,,,,,538,103920
A672,日语,,,,,513,156765
A672,数学与应用数学,,,,,486,222936
A672,计算机科学与技术,,,,,507,169562
A672,软件工程,,,,,500,187402
A672,电子信息科学与技术,,,,,505,176200
A672,金融学,,,,,522,137199
A672,学前教育(师范类),,,,,507,170213
A673,哲学,,,,,591,31886
A673,经济学类,,,,,579,43976
A673,政治学与行政学,,,,,594,29372
A673,社会学,,,,,593,30369
A673,社会工作,,,,,591,31900
A673,汉语言文学,,,,,605,21607
A673,英语,,,,,590,33089
A673,法语,,,,,590,33221
A673,新闻学,,,,,595,28541
A673,历史学,,,,,600,24893
A673,数学与应用数学,,,,,595,29114
A673,信息与计算科学,,,,,593,30441
A673,数理基础科学,,,,,594,29625
A673,物理学,,,,,587,35779
A673,化学类,,,,,577,45847
A673,地理科学,,,,,590,32791
A673,地理信息科学,,,,,598,26855
A673,大气科学,,,,,589,33488
A673,地球物理学,,,,,576,47067
A673,地质学,,,,,575,48582
A673,生物科学,,,,,590,32582
A673,生物技术,,,,,587,35692
A673,生物科学类,,,,,586,36575
A673,生态学,,,,,578,44953
A673,统计学,,,,,590,33150
A673,数据科学与大数据技术,,,,,594,29361
A673,土木工程,,,,,570,53659
A673,土木工程(中外合作办学),,,,,550,83600
A673,环境科学与工程类,,,,,570,54091
A673,建筑学,,,,,565,60293
A673,城乡规划,,,,,568,57137
A673,临床医学,,,,,595,28736
A673,工商管理类,,,,,569,55588
A673,行政管理,,,,,592,31054
A673,档案学,,,,,593,30354
A673,信息资源管理,,,,,587,35585
A673,植物科学与技术,,,,,574,49777
A673,新能源科学与工程,,,,,598,26211
A673,马克思主义理论,,,,,604,22054
A673,光电信息科学与工程,,,,,594,29790
A673,药学,,,,,581,41926
A673,公共事业管理,,,,,593,29980
A673,生物育种科学,,,,,572,51842
A673,电子信息工程,,,,,600,25092
A673,通信工程,,,,,596,27672
A673,计算机科学与技术,,,,,600,25341
A673,物联网工程,,,,,597,26897
A673,智能科学与技术,,,,,594,29158
A673,软件工程,,,,,595,28987
A673,数字媒体技术,,,,,587,36021
A673,网络空间安全,,,,,593,30465
A673,人工智能,,,,,594,29623
A673,金融学,,,,,597,27332
A673,旅游管理,,,,,569,55896
A673,材料科学与工程(中外合作办学),,,,,560,68019
A673,人工智能(中外合作办学),,,,,575,48520
A673,化学工程与工艺(中外合作办学),,,,,555,74663
A673,法学,,,,,610,18477
A673,材料科学与工程,,,,,587,36026
A674,测绘工程,,,,,530,119398
A674,地质工程,,,,,524,131342
A674,采矿工程,,,,,521,138078
A674,冶金工程(菁英班),,,,,544,92813
A674,能源与动力工程,,,,,567,57272
A674,储能科学与工程,,,,,571,53424
A674,机械工程(机电工程学院),,,,,568,56715
A674,智能制造工程,,,,,569,55730
A674,机器人工程,,,,,570,54618
A674,工业工程,,,,,550,82498
A674,电子信息工程,,,,,576,47559
A674,通信工程,,,,,575,48748
A674,自动化,,,,,576,47204
A674,计算机科学与技术,,,,,584,38249
A674,电气工程及其自动化,,,,,588,34923
A674,水利水电工程,,,,,554,77004
A674,车辆工程,,,,,566,59789
A674,交通运输(交通学院),,,,,551,81190
A674,交通工程(交通学院),,,,,532,116062
A674,物流工程,,,,,536,108263
A674,环境工程(环工学院培养),,,,,534,112430
A674,资源环境科学,,,,,527,126756
A674,轻化工程,,,,,529,120948
A674,金融学,,,,,530,119946
A674,国际经济与贸易,,,,,557,72330
A674,信息管理与信息系统,,,,,556,72772
A674,质量管理工程,,,,,525,129866
A674,工程力学,,,,,551,81951
A674,智能建造,,,,,522,136914
A674,数据科学与大数据技术,,,,,572,51857
A674,法学,,,,,585,37332
A674,工业设计,,,,,557,72498
A674,材料成型及控制工程,,,,,544,92688
A674,宝石及材料工艺学,,,,,522,136125
A674,功能材料,,,,,545,91849
A674,制药工程,,,,,546,90082
A674,生物工程,,,,,549,85276
A674,英语,,,,,547,87593
A674,临床医学,,,,,566,58558
A674,护理学,,,,,533,113144
A674,建筑学,,,,,545,92299
A674,风景园林,,,,,535,109001
A674,安全工程,,,,,532,116604
A674,飞行器控制与信息工程,,,,,568,56714
A674,人工智能,,,,,573,50827
A674,新能源科学与工程(绿色能源现代产业学院),,,,,570,54375
A674,土木工程(中外合作办学),,,,,477,245382
A674,电气工程及其自动化(中外合作办学),,,,,531,117849
A674,工程管理(中外合作办学),,,,,471,260421
A674,化学工程与工艺(绿色钛现代产业学院),,,,,544,93406
A676,生物技术,,,,,509,166772
A676,农学,,,,,507,169883
A676,种子科学与工程,,,,,511,160614
A676,动物科学,,,,,495,200124
A676,蜂学,,,,,485,224416
A676,水产养殖学,,,,,489,213405
A676,动物医学,,,,,527,127015
A676,植物保护,,,,,504,177119
A676,设施农业科学与工程,,,,,500,187866
A676,生态学,,,,,483,229268
A676,农业资源与环境,,,,,483,229484
A676,食品科学与工程,,,,,506,173099
A676,食品营养与健康,,,,,489,213889
A676,烟草,,,,,525,130633
A676,水利水电工程,,,,,508,168278
A676,水务工程,,,,,479,239836
A676,农业水利工程,,,,,492,206538
A676,电气工程及其自动化,,,,,538,104354
A676,计算机科学与技术,,,,,526,128753
A676,数据科学与大数据技术,,,,,522,135929
A676,土木工程,,,,,484,227759
A676,建筑学,,,,,478,240608
A676,工程造价,,,,,512,158218
A676,经济学,,,,,539,102937
A676,农林经济管理,,,,,523,135264
A676,社会工作,,,,,524,133293
A676,旅游管理,,,,,523,133687
A676,英语,,,,,528,124695
A676,林学,,,,,486,221176
A676,农业智能装备工程,,,,,510,162510
A676,咖啡科学与工程,,,,,502,183666
A676,土木工程(中外合作办学)(土木与环境),,,,,458,293506
A676,农林经济管理(中外合作办学),,,,,511,160951
A676,风景园林(中外合作办学),,,,,508,167242
A677,英语,,,,,526,128730
A677,机械设计制造及其自动化,,,,,523,134658
A677,机械电子工程,,,,,520,141663
A677,车辆工程,,,,,514,153508
A677,材料科学与工程,,,,,499,189925
A677,高分子材料与工程,,,,,502,183728
A677,电子信息工程,,,,,521,137900
A677,测绘工程,,,,,494,202552
A677,交通运输,,,,,506,172462
A677,森林工程,,,,,484,225817
A677,木材科学与工程,,,,,482,232465
A677,林产化工,,,,,486,221896
A677,环境工程,,,,,483,228446
A677,环境科学,,,,,486,222549
A677,消防工程,,,,,491,210199
A677,园艺,,,,,490,210678
A677,林学,,,,,498,192604
A677,园林,,,,,527,127010
A677,旅游管理,,,,,515,151742
A677,智慧林业,,,,,492,207647
A677,食用菌科学与工程,,,,,487,218409
A678,临床医学,,,,,580,43130
A678,麻醉学,,,,,576,47480
A678,医学影像学,,,,,576,46720
A678,口腔医学,,,,,586,36458
A678,预防医学,,,,,521,138939
A678,临床药学,,,,,530,120519
A678,药学,,,,,552,78916
A678,法医学,,,,,585,37950
A678,医学检验技术,,,,,573,50038
A678,护理学(中外合作办学),,,,,491,210156
A679,临床医学,,,,,541,97719
A679,护理学,,,,,534,111368
A679,智能医学工程,,,,,509,166994
A679,预防医学,,,,,488,215553
A679,药学,,,,,500,186276
A679,临床药学,,,,,518,144870
A679,生物科学,,,,,491,209810
A679,环境科学,,,,,489,214851
A679,园艺,,,,,490,212817
A679,动物科学,,,,,494,202817
A679,数学与应用数学,,,,,517,147722
A679,电气工程及其自动化,,,,,533,114436
A679,建筑学,,,,,517,147383
A679,电子信息工程,,,,,532,115914
A679,汉语言文学,,,,,547,87827
A679,汉语国际教育,,,,,534,111309
A679,英语,,,,,530,120503
A679,学前教育(师范类),,,,,518,145190
A679,小学教育(师范类),,,,,524,131864
A679,工商管理类,,,,,526,128696
A679,公共管理类,,,,,515,151969
A679,法学,,,,,555,74614
A680,医学信息工程,,,,,501,183986
A680,制药工程,,,,,499,190321
A680,食品质量与安全,,,,,490,210876
A680,生物制药,,,,,503,180479
A680,中医学,,,,,578,44683
A680,针灸推拿学,,,,,565,60640
A680,中医康复学,,,,,557,72309
A680,中医养生学,,,,,553,77986
A680,中医儿科学,,,,,560,67376
A680,中医骨伤科学,,,,,560,67529
A680,中西医临床医学,,,,,515,152939
A680,药学,,,,,509,166632
A680,药物制剂,,,,,491,209295
A680,中药学,,,,,510,164047
A680,中药资源与开发,,,,,485,224279
A680,康复治疗学,,,,,504,178607
A680,护理学,,,,,529,120801
A680,公共事业管理,,,,,522,135743
A680,智能医学工程,,,,,490,211202
A681,地理科学(师范类),,,,,562,65212
A681,地理信息科学,,,,,561,65904
A681,自然地理与资源环境,,,,,556,74155
A681,工商管理类,,,,,558,70152
A681,行政管理,,,,,528,123116
A681,化学(师范类),,,,,517,148144
A681,制药工程,,,,,505,174576
A681,应用心理学,,,,,554,76278
A681,金融学,,,,,539,102620
A681,新能源材料与器件,,,,,515,151347
A681,新能源科学与工程,,,,,531,116934
A681,生物科学(师范类),,,,,501,185468
A681,数学与应用数学(师范类),,,,,524,132471
A681,英语(含师范、非师范),,,,,549,84453
A681,汉语言文学(师范类),,,,,572,51472
A681,秘书学,,,,,539,101803
A681,物理学(师范类),,,,,514,153545
A684,经济学,,,,,509,165808
A684,汉语国际教育(师范类),,,,,509,165138
A684,历史学(师范类),,,,,522,135947
A684,应用化学,,,,,472,257484
A684,生物技术,,,,,468,268129
A684,工程管理,,,,,490,212617
A685,法学,,,,,524,132103
A685,烹饪与营养教育,,,,,467,269947
A685,物理学(师范类),,,,,464,276048
A685,中药资源与开发,,,,,466,272617
A686,数学与应用数学(师范类),,,,,467,268542
A686,物理学(师范类),,,,,465,275720
A686,化学,,,,,467,268914
A686,生物科学,,,,,467,270543
A687,汉语言文学(师范类),,,,,516,149213
A687,汉语国际教育,,,,,506,172340
A687,财务管理,,,,,515,151729
A687,计算机科学与技术,,,,,481,234428
A687,电气工程及其自动化,,,,,488,216854
A687,数学与应用数学,,,,,470,262264
A687,应用统计学,,,,,470,262313
A687,数据科学与大数据技术,,,,,476,247415
A689,金融学,,,,,546,89025
A689,金融工程,,,,,525,130496
A689,保险学,,,,,526,127937
A689,数学与应用数学,,,,,515,153027
A689,应用统计学,,,,,521,137822
A689,数字经济,,,,,515,151380
A689,互联网金融,,,,,529,121713
A689,工商管理,,,,,540,100197
A689,工程管理,,,,,473,253633
A689,资产评估,,,,,532,115438
A689,市场营销,,,,,520,140720
A689,人力资源管理,,,,,535,110748
A689,法学,,,,,563,63602
A689,会计学,,,,,573,50687
A689,财务管理,,,,,563,62683
A689,新闻学,,,,,529,121424
A689,物流工程,,,,,506,172406
A689,供应链管理,,,,,520,140815
A689,金融学(中外合作办学),,,,,519,143834
A689,会计学(中外合作办学),,,,,536,107843
A689,会展经济与管理,,,,,514,153975
A689,公共事业管理,,,,,524,133493
A689,行政管理,,,,,531,117396
A689,劳动与社会保障,,,,,521,138766
A689,计算机科学与技术,,,,,526,128392
A689,物联网工程,,,,,522,136813
A689,经济学,,,,,546,89510
A689,国际商务,,,,,518,144312
A689,国际经贸规则,,,,,546,90411
A689,金融科技,,,,,520,141464
A689,智能科学与技术,,,,,520,140016
A689,财政学(财政学拔尖创新班),,,,,555,74608
A690,艺术管理,,,,,501,185456
A690,非物质文化遗产保护,,,,,508,168911
A690,戏剧学,,,,,500,186192
A690,戏剧影视文学,,,,,502,182431
A690,广播电视编导,,,,,500,186269
A691,政治学与行政学,,,,,540,100975
A691,经济学,,,,,526,127064
A691,应用心理学,,,,,520,141447
A691,日语,,,,,514,154438
A691,柬埔寨语,,,,,504,177198
A691,数学与应用数学,,,,,506,173620
A691,计算机科学与技术,,,,,528,122887
A691,电气工程及其自动化,,,,,530,120065
A691,应用化学,,,,,481,234432
A691,工商管理,,,,,531,117676
A691,药物分析,,,,,492,207456
A691,汉语言文学,,,,,553,77460
A691,社会学,,,,,539,102243
A693,设施农业科学与工程,,,,,462,282398
A693,草业科学,,,,,469,265558
A693,动物医学,,,,,475,250127
A693,生物技术,,,,,465,275659
A693,人文地理与城乡规划,,,,,500,186610
A693,园林,,,,,500,186447
A693,土木工程,,,,,466,272748
A693,水利水电工程,,,,,472,257487
A693,电气工程及其自动化,,,,,491,209937
A693,能源与动力工程,,,,,473,254851
A693,应用化学,,,,,466,271752
A693,生态学,,,,,466,272240
A693,食品科学与工程,,,,,466,272939
A693,水土保持与荒漠化防治,,,,,468,266551
A693,农林经济管理,,,,,505,174843
A693,农村区域发展,,,,,501,185291
A693,旅游管理,,,,,501,185968
A694,汉语言文学,,,,,572,51618
A694,汉语言文学(师范类),,,,,570,54121
A694,建筑学,,,,,539,101650
A694,工商管理,,,,,554,77174
A694,旅游管理,,,,,550,83636
A694,经济学,,,,,557,71715
A694,行政管理,,,,,559,68866
A694,英语(师范类),,,,,552,79253
A694,英语,,,,,555,75670
A694,翻译(英汉翻译),,,,,550,82893
A694,法学,,,,,577,45807
A694,学前教育(师范类),,,,,546,88790
A694,财政学,,,,,558,70727
A694,金融学,,,,,556,73664
A694,会计学,,,,,576,46872
A694,税收学,,,,,562,64378
A694,思想政治教育(师范类),,,,,573,50006
A694,地理科学(师范类),,,,,558,70091
A694,数学与应用数学(师范类),,,,,542,97114
A694,物理学(师范类),,,,,530,120002
A694,应用物理学,,,,,552,80315
A694,土木工程,,,,,534,111950
A694,交通运输,,,,,536,107316
A694,资源勘查工程,,,,,538,104917
A694,临床医学,,,,,554,76065
A694,预防医学,,,,,536,108029
A694,药学,,,,,533,113016
A694,护理学,,,,,531,118652
A694,通信工程,,,,,559,68929
A694,计算机科学与技术,,,,,563,63401
A694,生物科学(师范类),,,,,533,113167
A694,化学(师范类),,,,,535,110033
A694,环境科学,,,,,531,118634
A694,生态学,,,,,547,87212
A695,会计学,,,,,545,91094
A695,数字经济,,,,,514,155334
A695,思想政治教育(师范类),,,,,540,99910
A695,法学,,,,,550,82884
A695,工商管理,,,,,528,122999
A695,计算机科学与技术,,,,,521,139667
A695,机械电子工程,,,,,523,134911
A695,网络空间安全,,,,,518,145894
A695,历史学(师范类),,,,,540,100263
A695,新闻学(数字新闻方向),,,,,533,114277
A695,广播电视学(融媒体方向),,,,,522,136563
A695,数学与应用数学(师范类),,,,,508,168917
A695,英语,,,,,528,123611
A695,印地语,,,,,508,168953
A695,临床医学,,,,,533,113723
A695,医学检验技术,,,,,510,163799
A695,哲学,,,,,532,115600
A695,汉语言文学(应用方向),,,,,545,91933
A697,经济学,,,,,611,17808
A697,历史学,,,,,612,17118
A697,哲学,,,,,601,24335
A697,国际经济与贸易,,,,,599,25671
A697,法学,,,,,615,15821
A697,考古学,,,,,616,15110
A697,中国语言文学类,,,,,609,19109
A697,外国语言文学类,,,,,600,24770
A697,新闻传播学类,,,,,604,22433
A697,工商管理类,,,,,603,22838
A697,公共管理类,,,,,596,28167
A697,物理学,,,,,603,23216
A697,经济统计学,,,,,595,28453
A697,金融学,,,,,605,21352
A697,信息管理与信息系统,,,,,594,29562
A697,文物保护技术,,,,,597,27394
A697,信息与计算科学,,,,,608,19850
A697,金融数学,,,,,588,34892
A697,数学类,,,,,605,21667
A697,物理学类,,,,,602,23895
A697,地质类,,,,,585,37321
A697,地球信息科学与技术,,,,,588,35059
A697,地理科学类,,,,,588,34325
A697,环境科学与工程类,,,,,583,39005
A697,城乡规划,,,,,594,29521
A697,临床医学,,,,,606,21189
A697,电子信息类,,,,,613,16603
A697,计算机类,,,,,615,15615
A697,计算机科学与技术,,,,,616,15396
A697,电子信息科学与技术(中外合作办学),,,,,582,40988
A697,广播电视编导,,,,,598,26508
A698,文科试验班类,,,,,640,5845
A698,法学试验班,,,,,645,4673
A698,自动化(钱学森班),,,,,671,842
A698,人工智能(新工科卓越计划),,,,,670,906
A698,储能科学与工程(新工科卓越计划),,,,,661,1795
A698,数学与应用数学(国家拔尖计划),,,,,663,1644
A698,工科试验班(医学电子信息优本班),,,,,659,2076
A698,工科试验班(智能过程与装备国卓班),,,,,659,2045
A698,理科试验班(化学优本班),,,,,654,2860
A698,工科试验班(智能感知与仪器国卓班),,,,,661,1833
A698,工科试验班(越杰计划电类专业预选),,,,,666,1239
A698,工科试验班(电气类),,,,,664,1502
A698,工科试验班(计算机科学技术类),,,,,662,1759
A698,软件工程,,,,,659,2056
A698,信息工程,,,,,661,1894
A698,自动化,,,,,663,1626
A698,微电子科学与工程,,,,,661,1826
A698,电子科学与技术,,,,,661,1785
A698,工科试验班(智慧能源类),,,,,656,2556
A698,工科试验班(智能制造类),,,,,657,2351
A698,工科试验班(航天航空类),,,,,658,2172
A698,工科试验班(管理类),,,,,651,3487
A698,经济学类,,,,,646,4498
A698,会计学(ACCA),,,,,654,2832
A698,理科试验班(数学类),,,,,657,2376
A698,理科试验班(物理类),,,,,657,2386
A698,核工程与核技术(定向),,,,,655,2643
A698,临床医学(侯宗濂班),,,,,664,1458
A698,临床医学(5+3一体化),,,,,653,3110
A698,工业设计(中外合作办学),,,,,616,15174
A698,建筑学(中外合作办学),,,,,597,27558
A698,电气工程及其自动化(中外合作办学),,,,,640,5936
A699,航空航天类(智慧三航拔尖班),,,,,659,2075
A699,航空航天类(黄玉珊航空班),,,,,663,1562
A699,航空航天类(航空),,,,,655,2648
A699,航空航天类(陈士橹飞天班),,,,,662,1752
A699,航空航天类(航天),,,,,657,2377
A699,航空航天类(民用航空),,,,,650,3696
A699,航空航天类(航宇智能制造),,,,,654,2871
A699,航空航天类(航宇力学拔尖基地班),,,,,654,2899
A699,航空航天类(航空发动机),,,,,652,3322
A699,海洋工程类(黄震中海洋班),,,,,654,2928
A699,电子信息类(电子信息),,,,,651,3415
A699,电子信息类(集成电路),,,,,652,3136
A699,电子信息类(柔性电子拔尖班),,,,,655,2785
A699,自动化类,,,,,650,3548
A699,计算机类(计算机),,,,,654,2813
A699,计算机类(网络安全),,,,,651,3448
A699,计算机类(软件),,,,,650,3695
A699,材料科学与工程(中外合作办学),,,,,618,14376
A699,高分子材料与工程(中外合作办学),,,,,613,16919
A699,航空航天工程(中外合作办学),,,,,628,9702
A699,探测制导与控制技术(中外合作办学),,,,,627,10199
A700,材料科学与工程,,,,,584,38618
A700,材料成型及控制工程,,,,,568,56950
A700,材料物理,,,,,578,45254
A700,智能材料与结构,,,,,574,49568
A700,机械设计制造及其自动化,,,,,589,33907
A700,车辆工程,,,,,585,37560
A700,测控技术与仪器,,,,,588,34998
A700,智能制造工程,,,,,586,36687
A700,包装工程,,,,,523,135319
A700,数字媒体技术,,,,,589,34041
A700,电气工程与智能控制,,,,,596,28333
A700,微电子科学与工程,,,,,594,29328
A700,能源与动力工程,,,,,586,36196
A700,水文与水资源工程,,,,,570,53799
A700,农业水利工程,,,,,543,95145
A700,信息与计算科学,,,,,586,36707
A700,应用化学,,,,,572,51704
A700,制药工程,,,,,557,72600
A700,网络空间安全,,,,,589,33499
A700,工业设计,,,,,561,65304
A700,土木工程,,,,,537,106112
A700,城市地下空间工程,,,,,543,95355
A700,智能建造,,,,,573,50708
A700,电气工程及其自动化,,,,,596,27787
A700,信息管理与信息系统,,,,,577,45784
A700,工程管理,,,,,554,76770
A700,工业工程,,,,,583,39187
A700,印刷工程,,,,,522,137286
A700,自动化,,,,,594,29659
A700,水利水电工程,,,,,582,40092
A700,计算机科学与技术,,,,,596,27755
A700,机械设计制造及其自动化(中外合作办学),,,,,561,66563
A700,电子科学与技术(中外合作办学),,,,,572,51875
A700,土木工程(中外合作办学),,,,,505,175707
A700,计算机科学与技术(中外合作办学),,,,,567,58383
A701,电子信息类(电子工程),,,,,631,8523
A701,电子信息类(集成电路),,,,,636,7068
A701,计算机类(网络安全),,,,,628,9584
A701,计算机类(智能),,,,,628,9729
A701,管理科学与工程类(数字化与商务智能融合培养),,,,,613,16584
A701,通信工程(中外合作办学),,,,,608,19828
A701,电子信息工程(中外合作办学),,,,,605,21456
A701,数据科学与大数据技术(中外合作办学),,,,,602,23851
A701,大数据管理与应用(中外合作办学),,,,,586,36653
A701,电子信息类(通信),,,,,632,8301
A701,电子信息类(电子科学、信息物理、空天信息),,,,,629,9264
A701,计算机类,,,,,628,9640
A701,自动化类(智能制造及智能测控),,,,,625,11156
A702,数学与应用数学,,,,,568,56391
A702,应用物理学,,,,,558,70047
A702,机械设计制造及其自动化,,,,,583,39820
A702,工业设计,,,,,546,89957
A702,电子信息工程,,,,,585,37669
A702,通信工程,,,,,582,41003
A702,光电信息科学与工程,,,,,583,39368
A702,物联网工程,,,,,576,47491
A702,智能科学与技术,,,,,576,47016
A702,土木工程,,,,,525,130748
A702,给排水科学与工程,,,,,535,110247
A702,武器系统与工程,,,,,579,44051
A702,探测制导与控制技术,,,,,578,44956
A702,信息对抗技术,,,,,578,44479
A702,生物医学工程,,,,,562,64715
A702,工业工程,,,,,564,61956
A702,新能源科学与工程,,,,,574,48984
A702,光电信息材料与器件,,,,,572,51776
A702,材料智能技术,,,,,564,61109
A702,高分子材料与工程,,,,,557,71091
A702,人力资源管理,,,,,556,72841
A702,会计学,,,,,579,43903
A702,市场营销,,,,,548,86161
A702,物流管理,,,,,559,68236
A702,网络与新媒体,,,,,574,49848
A702,测控技术与仪器,,,,,582,40794
A702,金属材料工程,,,,,561,66310
A702,计算机科学与技术,,,,,593,30175
A702,软件工程,,,,,586,36568
A702,机械设计制造及其自动化(中外合作办学),,,,,547,88669
A702,金属材料工程(中外合作办学),,,,,512,159360
A702,自动化(中外合作办学),,,,,550,83009
A703,计算机科学与技术,,,,,587,35778
A703,通信工程,,,,,580,42317
A703,人工智能,,,,,580,42261
A703,自动化,,,,,582,40236
A703,机器人工程,,,,,575,48511
A703,资源环境大数据工程,,,,,526,128645
A703,数学与应用数学,,,,,565,61010
A703,储能科学与工程,,,,,564,62173
A703,建筑环境与能源应用工程,,,,,535,109492
A703,纳米材料与技术,,,,,557,71109
A703,电气工程及其自动化,,,,,587,35941
A703,建筑电气与智能化,,,,,556,73605
A703,光电信息科学与工程,,,,,578,44811
A703,交通运输,,,,,563,63305
A703,交通工程,,,,,557,72016
A703,给排水科学与工程,,,,,534,112235
A703,机械类,,,,,574,49737
A703,材料成型及控制工程,,,,,557,72066
A703,新能源材料与器件,,,,,567,57948
A703,工业设计,,,,,564,61735
A703,材料类,,,,,552,80444
A703,智能建造,,,,,547,88286
A703,土木工程,,,,,531,117786
A703,工程力学,,,,,559,69566
A703,化工与制药类,,,,,547,88332
A703,计算机科学与技术(中外合作办学),,,,,554,76837
A703,建筑电气与智能化(中外合作办学),,,,,508,168973
A703,土木工程(中外合作办学),,,,,499,190149
A703,工程管理(中外合作办学),,,,,499,189894
A703,建筑类,,,,,558,69974
A703,工程管理,,,,,549,85263
A703,信息管理与信息系统,,,,,565,60331
A703,会计学,,,,,580,42207
A703,数字经济,,,,,539,102756
A703,工商管理,,,,,567,58481
A703,建筑学,,,,,577,45770
A703,城乡规划,,,,,576,46907
A703,环境科学,,,,,553,77494
A703,风景园林,,,,,557,71726
A703,法学,,,,,593,30286
A703,汉语言文学,,,,,585,37392
A703,公共管理类,,,,,555,74839
A704,消防工程,,,,,541,98630
A704,应急技术与管理,,,,,553,78798
A704,给排水科学与工程,,,,,529,122660
A704,城乡规划,,,,,554,76295
A704,车辆工程,,,,,570,54505
A704,数据科学与大数据技术,,,,,585,37584
A704,环境工程,,,,,530,120191
A704,资源勘查工程,,,,,538,103478
A704,地理信息科学,,,,,568,56162
A704,无机非金属材料工程,,,,,551,81379
A704,高分子材料与工程,,,,,564,61285
A704,矿物加工工程,,,,,531,118549
A704,数学与应用数学,,,,,570,54279
A704,工程力学,,,,,558,70850
A704,大数据管理与应用,,,,,554,77206
A704,数字经济,,,,,553,78144
A704,工程管理,,,,,534,112412
A704,智能建造,,,,,516,150192
A704,智能采矿工程,,,,,529,122126
A704,地质工程,,,,,548,86618
A704,电气工程及其自动化,,,,,593,30309
A704,遥感科学与技术,,,,,567,58269
A704,化学工程与工艺,,,,,563,63166
A704,采矿工程,,,,,533,114129
A704,土木工程,,,,,521,137954
A704,工商管理,,,,,576,47373
A704,电子商务,,,,,562,64199
A704,英语,,,,,565,60342
A705,国际经济与贸易,,,,,558,69894
A705,工商管理类,,,,,568,56261
A705,汉语言文学,,,,,578,44481
A705,新闻学,,,,,560,67138
A705,俄语,,,,,547,87485
A705,石油工程,,,,,571,52476
A705,油气储运工程,,,,,575,47770
A705,海洋油气工程,,,,,565,60978
A705,资源勘查工程,,,,,561,65288
A705,勘查技术与工程,,,,,558,70706
A705,地质工程,,,,,562,64306
A705,地质学,,,,,556,72731
A705,化学工程与工艺,,,,,558,70597
A705,应用化学,,,,,550,82422
A705,环境工程,,,,,544,92413
A705,测控技术与仪器,,,,,573,50119
A705,电子信息工程,,,,,574,48831
A705,人工智能,,,,,571,53240
A705,自动化,,,,,571,52987
A705,安全工程,,,,,543,94674
A705,机械设计制造及其自动化,,,,,574,49883
A705,机械电子工程,,,,,577,46398
A705,过程装备与控制工程,,,,,557,72434
A705,材料成型及控制工程,,,,,545,92018
A705,材料类,,,,,542,97529
A705,计算机类,,,,,586,36953
A705,通信工程,,,,,581,41664
A705,能源与动力工程,,,,,565,60688
A705,新能源科学与工程,,,,,578,44634
A705,新能源材料与器件,,,,,556,73756
